Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
AQR	15q14	9.19	9.20	0.58	0.57	-0.01	0.917	0.994	(B) White
FPR2	19q13.41	2.58	2.56	1.58	1.70	0.02	0.917	0.994	(A) Black or African American
TF	3q22.1	3.04	3.01	2.14	1.66	0.03	0.917	0.994	(A) Black or African American
PRR14L	22q12.2	9.31	9.31	0.52	0.48	-0.01	0.917	0.994	(B) White
NLN	5q12.3	8.14	8.16	1.06	1.09	-0.02	0.917	0.994	(B) White
DNMT1	19p13.2	9.50	9.49	0.54	0.56	0.01	0.918	0.994	(A) Black or African American
COL8A1	3q12.1	6.32	6.36	1.95	2.14	-0.03	0.918	0.994	(B) White
PAFAH1B2	11q23.3	8.22	8.24	1.16	1.14	-0.02	0.918	0.994	(B) White
SLC52A3	20p13	4.88	4.84	2.60	2.30	0.04	0.918	0.994	(A) Black or African American
MIS18BP1	14q21.2	7.18	7.16	1.00	0.80	0.01	0.918	0.994	(A) Black or African American
PTPN3	9q31.3	10.93	10.94	0.69	0.67	-0.01	0.918	0.994	(B) White
ABHD12	20p11.21	11.00	10.99	0.55	0.61	0.01	0.918	0.994	(A) Black or African American
PARP11	12p13.32	7.84	7.83	0.64	0.51	0.01	0.918	0.994	(A) Black or African American
RHBDD2	7q11.23	11.76	11.75	0.69	0.60	0.01	0.918	0.994	(A) Black or African American
CRYBB1	22q12.1	2.92	2.94	1.32	1.40	-0.02	0.918	0.994	(B) White
DOCK7	1p31.3	8.79	8.80	0.84	0.65	-0.01	0.918	0.994	(B) White
CMPK1	1p33	11.32	11.32	0.44	0.42	0.01	0.918	0.994	(A) Black or African American
UBE3B	12q24.11	10.54	10.55	0.43	0.39	-0.01	0.918	0.994	(B) White
LUZP6	7q33	11.87	11.87	0.48	0.53	-0.01	0.918	0.994	(B) White
NCL	2q37.1	12.85	12.85	0.48	0.41	-0.01	0.918	0.994	(B) White
PRMT3	11p15.1	7.92	7.91	0.66	0.52	0.01	0.918	0.994	(A) Black or African American
MND1	4q31.3	3.02	3.00	1.31	1.31	0.02	0.918	0.994	(A) Black or African American
FAM110C	2p25.3	5.67	5.69	1.35	1.15	-0.02	0.918	0.994	(B) White
C7ORF61	7q22.1	2.94	2.93	1.05	1.13	0.02	0.918	0.994	(A) Black or African American
DFFA	1p36.22	8.77	8.77	0.44	0.49	0.01	0.918	0.994	(A) Black or African American
LOR	1q21.3	0.23	0.22	0.43	0.55	0.01	0.919	0.994	(A) Black or African American
GUSBP1	5p14.3	6.36	6.36	0.56	0.67	-0.01	0.919	0.994	(B) White
SCFD1	14q12	9.32	9.32	0.39	0.38	-0.01	0.919	0.994	(B) White
ZKSCAN5	7q22.1	8.75	8.74	0.50	0.48	0.01	0.919	0.994	(A) Black or African American
AOX1	2q33.1	9.15	9.19	2.67	2.53	-0.04	0.919	0.994	(B) White
ARF5	7q32.1	11.82	11.83	0.74	0.63	-0.01	0.919	0.994	(B) White
SNORA78	16p13.3	0.03	0.02	0.12	0.15	0.00	0.919	0.994	(A) Black or African American
FGF5	4q21.21	0.83	0.85	1.42	1.59	-0.02	0.919	0.994	(B) White
LSM6	4q31.22	7.31	7.32	0.52	0.44	-0.01	0.919	0.994	(B) White
PLAC9	10q22.3	3.66	3.64	1.68	1.84	0.03	0.919	0.994	(A) Black or African American
IL17RD	3p14.3	9.83	9.84	1.04	1.42	-0.02	0.919	0.994	(B) White
CSTA	3q21.1	5.43	5.41	1.20	1.57	0.02	0.919	0.994	(A) Black or African American
MISP3	19p13.12	7.88	7.86	0.98	0.94	0.01	0.919	0.994	(A) Black or African American
LINC01547	21q22.3	5.58	5.59	0.69	0.83	-0.01	0.919	0.994	(B) White
RNASET2	6q27	11.15	11.13	1.10	1.24	0.02	0.919	0.994	(A) Black or African American
ZNF695	1q44	2.19	2.21	1.11	1.24	-0.02	0.919	0.994	(B) White
ERI1	8p23.1	8.13	8.14	0.51	0.51	-0.01	0.919	0.994	(B) White
FOXO3B	17p11.2	9.25	9.24	0.43	0.51	0.01	0.920	0.994	(A) Black or African American
KPNA7	7q22.1	0.43	0.44	0.73	0.75	-0.01	0.920	0.994	(B) White
AMY1A	1p21.1	2.17	2.20	1.63	1.39	-0.02	0.920	0.994	(B) White
GABARAP	17p13.1	13.05	13.04	0.53	0.57	0.01	0.920	0.994	(A) Black or African American
ACO1	9p21.1	10.73	10.71	0.82	0.72	0.01	0.920	0.994	(A) Black or African American
ZBTB1	14q23.3	9.29	9.30	0.67	0.58	-0.01	0.920	0.994	(B) White
RNPEP	1q32.1	10.75	10.76	0.40	0.46	-0.01	0.920	0.994	(B) White
KLHDC9	1q23.3	8.10	8.09	0.70	0.66	0.01	0.920	0.994	(A) Black or African American
ZKSCAN8	6p22.1	7.45	7.42	1.89	1.69	0.03	0.920	0.994	(A) Black or African American
CPSF2	14q32.12	9.62	9.61	0.39	0.42	0.01	0.920	0.994	(A) Black or African American
ERMARD	6q27	8.41	8.42	0.69	0.71	-0.01	0.920	0.994	(B) White
NMNAT1	1p36.22	8.61	8.60	0.62	0.58	0.01	0.920	0.994	(A) Black or African American
CAMSAP2	1q32.1	9.77	9.78	0.51	0.57	-0.01	0.920	0.994	(B) White
ABHD11	7q11.23	11.09	11.07	1.24	1.03	0.02	0.920	0.994	(A) Black or African American
HTN1	4q13.3	0.01	0.01	0.06	0.09	0.00	0.920	0.994	(A) Black or African American
ZFP69	1p34.2	6.02	6.03	0.64	0.65	-0.01	0.920	0.994	(B) White
QSER1	11p13	9.44	9.43	0.55	0.60	0.01	0.920	0.994	(A) Black or African American
PCNX3	11q13.1	10.69	10.69	0.37	0.39	0.01	0.920	0.994	(A) Black or African American
PAPPA	9q33.1	9.06	9.04	1.48	1.78	0.02	0.920	0.994	(A) Black or African American
MGST2	4q31.1	9.74	9.75	0.54	0.56	-0.01	0.920	0.994	(B) White
LSMEM1	7q31.1	4.65	4.63	1.17	1.33	0.02	0.920	0.994	(A) Black or African American
RSKR	17q11.2	5.89	5.90	0.99	1.18	-0.02	0.920	0.994	(B) White
FDX2	19p13.2	8.72	8.73	0.70	0.64	-0.01	0.921	0.994	(B) White
NOP2	12p13.31	9.54	9.55	0.63	0.54	-0.01	0.921	0.994	(B) White
DAD1P1	12p12.1	0.11	0.10	0.25	0.28	0.00	0.921	0.994	(A) Black or African American
C1QA	1p36.12	10.90	10.88	1.32	1.62	0.02	0.921	0.994	(A) Black or African American
PABPC4L	4q28.3	5.54	5.57	1.62	1.50	-0.02	0.921	0.994	(B) White
NUP107	12q15	9.23	9.24	0.52	0.53	-0.01	0.921	0.994	(B) White
TFDP2	3q23	8.24	8.23	0.66	0.66	0.01	0.921	0.994	(A) Black or African American
FZD2	17q21.31	6.85	6.87	1.15	1.31	-0.02	0.921	0.994	(B) White
NANOGNB	12p13.31	0.02	0.02	0.12	0.17	-0.00	0.921	0.994	(B) White
ANP32B	9q22.33	10.75	10.76	0.40	0.42	-0.01	0.921	0.994	(B) White
CCDC144NL	17p11.2	0.38	0.39	0.88	0.76	-0.01	0.921	0.994	(B) White
RALGPS2	1q25.2	8.18	8.19	0.77	0.91	-0.01	0.921	0.994	(B) White
FIZ1	19q13.42	8.68	8.69	0.43	0.44	-0.01	0.921	0.994	(B) White
RAET1L	6q25.1	1.61	1.64	1.38	1.53	-0.02	0.921	0.994	(B) White
ZNF134	19q13.43	7.03	7.04	0.93	0.87	-0.01	0.921	0.994	(B) White
PCDHAC1	5q31.3	3.80	3.77	1.75	1.90	0.03	0.921	0.994	(A) Black or African American
RRAS2	11p15.2	9.38	9.38	0.51	0.62	0.01	0.922	0.994	(A) Black or African American
LMAN1	18q21.32	11.32	11.33	0.74	0.70	-0.01	0.922	0.994	(B) White
RNF215	22q12.2	8.52	8.53	0.54	0.56	-0.01	0.922	0.994	(B) White
PLPP6	9p24.1	7.84	7.84	0.40	0.46	-0.01	0.922	0.994	(B) White
POM121L4P	22q11.21	0.13	0.14	0.33	0.45	-0.01	0.922	0.994	(B) White
SLC26A8	6p21.31	0.91	0.90	0.80	0.77	0.01	0.922	0.994	(A) Black or African American
FAM160A1	4q31.3	5.99	6.00	1.16	1.08	-0.02	0.922	0.994	(B) White
FCHO2	5q13.2	9.84	9.84	0.65	0.53	-0.01	0.922	0.994	(B) White
SYT3	19q13.33	4.55	4.52	2.04	2.05	0.03	0.922	0.994	(A) Black or African American
COL6A4P2	3q22.1	1.26	1.27	1.16	1.17	-0.02	0.922	0.994	(B) White
ATE1	10q26.13	7.13	7.15	1.39	1.41	-0.02	0.922	0.994	(B) White
PHF19	9q33.2	8.14	8.13	0.67	0.75	0.01	0.922	0.994	(A) Black or African American
FAM177A1	14q13.2	9.19	9.20	0.45	0.50	-0.01	0.922	0.994	(B) White
ZNF280A	22q11.22	0.36	0.35	0.73	0.77	0.01	0.922	0.994	(A) Black or African American
PRKX	Xp22.33	10.09	10.10	0.89	0.70	-0.01	0.922	0.994	(B) White
FEZF1	7q31.32	0.12	0.12	0.30	0.34	-0.00	0.922	0.994	(B) White
EEF1G	11q12.3	14.03	14.02	0.52	0.48	0.01	0.923	0.994	(A) Black or African American
MFSD3	8q24.3	8.90	8.91	0.88	0.79	-0.01	0.923	0.994	(B) White
PAXIP1-AS1	7q36.2	8.33	8.32	0.72	0.77	0.01	0.923	0.994	(A) Black or African American
PABPC3	13q12.13	6.73	6.72	0.97	0.87	0.01	0.923	0.994	(A) Black or African American
PKM	15q23	15.42	15.41	0.52	0.53	0.01	0.923	0.994	(A) Black or African American
NDE1	16p13.11	8.55	8.54	0.57	0.61	0.01	0.923	0.994	(A) Black or African American
LOC153910	6q24.2	1.90	1.92	1.38	1.30	-0.02	0.923	0.994	(B) White
MRGPRX2	11p15.1	0.17	0.18	0.49	0.51	-0.01	0.923	0.994	(B) White
SLC39A3	19p13.3	9.08	9.07	0.51	0.51	0.01	0.923	0.994	(A) Black or African American
NBAS	2p24.3	10.05	10.04	0.36	0.39	0.01	0.923	0.994	(A) Black or African American
ZNF302	19q13.11	8.92	8.93	0.59	0.73	-0.01	0.923	0.994	(B) White
KCNU1	8p11.23	0.05	0.05	0.23	0.31	-0.00	0.923	0.994	(B) White
INHBE	12q13.3	4.45	4.48	1.78	2.20	-0.03	0.923	0.994	(B) White
NCBP3	17p13.2	9.12	9.12	0.51	0.55	0.01	0.923	0.994	(A) Black or African American
ANKRD9	14q32.31	7.20	7.22	0.87	0.95	-0.01	0.923	0.994	(B) White
ABHD17A	19p13.3	9.32	9.31	0.56	0.64	0.01	0.923	0.994	(A) Black or African American
ZNF420	19q13.12	6.09	6.08	0.94	0.84	0.01	0.923	0.994	(A) Black or African American
TSEN15	1q25.3	8.41	8.40	0.38	0.49	0.01	0.923	0.994	(A) Black or African American
CRTAP	3p22.3	12.72	12.71	0.49	0.50	0.01	0.924	0.994	(A) Black or African American
CARTPT	5q13.2	0.10	0.11	0.35	0.54	-0.01	0.924	0.994	(B) White
CELF1	11p11.2	10.60	10.61	0.56	0.49	-0.01	0.924	0.994	(B) White
SLC25A28	10q24.2	9.14	9.14	0.53	0.64	0.01	0.924	0.994	(A) Black or African American
NDUFA10	2q37.3	11.24	11.25	0.51	0.48	-0.01	0.924	0.994	(B) White
SENP7	3q12.3	8.48	8.49	0.77	0.70	-0.01	0.924	0.994	(B) White
RBAK	7p22.1	8.77	8.78	0.69	0.68	-0.01	0.924	0.994	(B) White
CTNS	17p13.2	9.28	9.28	0.42	0.53	-0.01	0.924	0.994	(B) White
ATP8B1	18q21.31	8.47	8.46	1.26	1.23	0.02	0.924	0.994	(A) Black or African American
GABRE	Xq28	4.57	4.60	1.84	2.03	-0.03	0.924	0.994	(B) White
MED7	5q33.3	7.98	7.98	0.44	0.50	-0.01	0.924	0.994	(B) White
AMER3	2q21.1	0.36	0.36	0.63	0.73	-0.01	0.924	0.994	(B) White
NCOA3	20q13.12	9.79	9.79	0.53	0.61	-0.01	0.924	0.994	(B) White
NPIPA1	16p13.11	9.43	9.42	0.82	0.74	0.01	0.924	0.994	(A) Black or African American
MSTN	2q32.2	2.94	2.92	1.54	1.50	0.02	0.924	0.994	(A) Black or African American
HRC	19q13.33	4.01	3.99	1.25	1.29	0.02	0.924	0.994	(A) Black or African American
UBE2L3	22q11.21	11.04	11.03	0.49	0.44	0.01	0.924	0.994	(A) Black or African American
PLAUR	19q13.31	8.34	8.32	1.14	1.28	0.02	0.924	0.994	(A) Black or African American
ZNF365	10q21.2	4.94	4.96	1.72	1.61	-0.02	0.924	0.994	(B) White
ARRDC3-AS1	5q14.3	3.12	3.11	0.76	0.87	0.01	0.924	0.994	(A) Black or African American
ASMTL	Xp22.33 and Yp11.2	8.93	8.94	0.82	0.65	-0.01	0.925	0.994	(B) White
PHTF2	7q11.23-q21.11	8.19	8.20	0.69	0.61	-0.01	0.925	0.994	(B) White
OR1L8	9q33.2	0.36	0.37	0.45	0.67	-0.01	0.925	0.994	(B) White
ZDHHC18	1p36.11	9.03	9.04	0.53	0.72	-0.01	0.925	0.994	(B) White
ZNF589	3p21.31	7.68	7.69	0.58	0.64	-0.01	0.925	0.994	(B) White
GOLIM4	3q26.2	8.96	8.94	1.63	1.39	0.02	0.925	0.994	(A) Black or African American
NRXN3	14q24.3-q31.1	6.16	6.19	2.46	2.56	-0.03	0.925	0.994	(B) White
ELK3	12q23.1	7.46	7.44	1.38	1.30	0.02	0.925	0.994	(A) Black or African American
TMEM18	2p25.3	9.11	9.12	0.37	0.38	-0.01	0.925	0.994	(B) White
GSDMC	8q24.21	0.67	0.69	1.19	1.22	-0.02	0.925	0.994	(B) White
CRYGN	7q36.1	0.40	0.40	0.62	0.67	0.01	0.925	0.994	(A) Black or African American
ATG16L2	11q13.4	8.82	8.80	1.00	1.09	0.01	0.925	0.994	(A) Black or African American
SOST	17q21.31	0.56	0.58	0.83	1.05	-0.01	0.926	0.994	(B) White
IFNGR2	21q22.11	10.75	10.74	0.46	0.53	0.01	0.926	0.994	(A) Black or African American
SGF29	16p11.2	8.27	8.28	0.64	0.63	-0.01	0.926	0.994	(B) White
ARGFX	3q13.33	0.15	0.15	0.34	0.57	-0.01	0.926	0.994	(B) White
APAF1	12q23.1	8.77	8.78	0.66	0.60	-0.01	0.926	0.994	(B) White
CSF1	1p13.3	8.61	8.60	1.01	1.29	0.01	0.926	0.994	(A) Black or African American
FAM53C	5q31.2	9.28	9.29	0.47	0.45	-0.01	0.926	0.994	(B) White
MYO1A	12q13.3	2.36	2.34	1.51	1.46	0.02	0.926	0.994	(A) Black or African American
LGR4	11p14.1	10.55	10.54	0.78	0.82	0.01	0.926	0.994	(A) Black or African American
EBF4	20p13	7.98	8.01	1.79	1.97	-0.03	0.926	0.994	(B) White
ZNF815P	7p22.1	5.72	5.71	0.66	0.75	0.01	0.926	0.994	(A) Black or African American
FGD4	12p11.21	9.73	9.74	0.67	0.70	-0.01	0.926	0.994	(B) White
AGAP6	10q11.23	6.65	6.63	1.19	1.33	0.02	0.926	0.994	(A) Black or African American
SALL1	16q12.1	10.40	10.38	0.66	1.18	0.01	0.926	0.994	(A) Black or African American
RASA4	7q22.1	8.04	8.02	0.89	0.94	0.01	0.926	0.994	(A) Black or African American
EIF2S1	14q23.3	9.85	9.86	0.38	0.45	-0.01	0.926	0.994	(B) White
KIF21A	12q12	10.21	10.22	0.94	0.90	-0.01	0.926	0.994	(B) White
MANCR	10p15.1	0.90	0.91	0.91	1.02	-0.01	0.926	0.994	(B) White
PIAS1	15q23	7.89	7.89	0.50	0.57	0.01	0.926	0.994	(A) Black or African American
RBM6	3p21.31	10.15	10.14	0.60	0.78	0.01	0.927	0.994	(A) Black or African American
DIS3	13q21.33	9.56	9.55	0.41	0.44	0.01	0.927	0.994	(A) Black or African American
MTIF3	13q12.2	9.61	9.60	0.50	0.57	0.01	0.927	0.994	(A) Black or African American
FMO2	1q24.3	6.72	6.68	2.35	2.31	0.03	0.927	0.994	(A) Black or African American
EMP2	16p13.13	7.87	7.85	0.95	1.16	0.01	0.927	0.994	(A) Black or African American
LINC01089	12q24.31	8.21	8.19	1.34	1.34	0.02	0.927	0.994	(A) Black or African American
TBC1D2	9q22.33	8.73	8.74	1.03	1.02	-0.01	0.927	0.994	(B) White
SPA17	11q24.2	7.77	7.78	0.71	0.66	-0.01	0.927	0.994	(B) White
ODF2	9q34.11	9.33	9.33	0.35	0.40	0.00	0.927	0.994	(A) Black or African American
TFAP4	16p13.3	7.62	7.61	0.57	0.64	0.01	0.927	0.994	(A) Black or African American
RNF11	1p32.3	10.81	10.82	0.55	0.49	-0.01	0.927	0.994	(B) White
HSP90AA1	14q32.31	14.05	14.06	0.59	0.56	-0.01	0.927	0.994	(B) White
CDKN2AIPNL	5q31.1	8.54	8.54	0.42	0.47	-0.01	0.927	0.994	(B) White
SSBP1	7q34	10.27	10.27	0.54	0.52	0.01	0.927	0.994	(A) Black or African American
RAD51AP1	12p13.32	5.60	5.62	0.98	0.92	-0.01	0.927	0.994	(B) White
ZP2	16p12.3-p12.2	0.10	0.11	0.33	0.34	-0.00	0.927	0.994	(B) White
C9ORF170	9q21.33	1.88	1.86	1.22	1.25	0.02	0.927	0.994	(A) Black or African American
CRTC2	1q21.3	9.86	9.87	0.38	0.41	-0.01	0.927	0.994	(B) White
C8ORF37	8q22.1	6.03	6.04	0.84	0.84	-0.01	0.927	0.994	(B) White
ST7-OT4	7q31.2	1.58	1.59	0.98	0.96	-0.01	0.927	0.994	(B) White
BET1	7q21.3	9.39	9.39	0.64	0.50	0.01	0.927	0.994	(A) Black or African American
SNORA26	4q12	0.05	0.05	0.16	0.20	0.00	0.927	0.994	(A) Black or African American
KIAA1549L	11p13	5.04	5.02	1.39	1.32	0.02	0.928	0.994	(A) Black or African American
USP39	2p11.2	9.64	9.65	0.29	0.28	-0.00	0.928	0.994	(B) White
SPRR2E	1q21.3	0.33	0.32	1.20	0.94	0.02	0.928	0.994	(A) Black or African American
FAM83G	17p11.2	4.35	4.38	2.39	2.19	-0.03	0.928	0.994	(B) White
TMPRSS5	11q23.2	2.23	2.22	0.93	0.99	0.01	0.928	0.994	(A) Black or African American
C3ORF18	3p21.31	8.02	8.01	1.10	1.09	0.01	0.928	0.994	(A) Black or African American
MAP3K14	17q21.31	9.59	9.60	0.78	0.79	-0.01	0.928	0.994	(B) White
APOC1P1	19q13.32	1.19	1.18	1.20	1.22	0.02	0.928	0.994	(A) Black or African American
MIRLET7BHG	22q13.31	3.98	4.00	1.32	1.41	-0.02	0.928	0.994	(B) White
RASAL2	1q25.2	9.22	9.23	0.74	0.72	-0.01	0.928	0.994	(B) White
CNPY4	7q22.1	8.23	8.24	0.55	0.56	-0.01	0.928	0.994	(B) White
SNRNP35	12q24.31	9.04	9.05	0.71	0.64	-0.01	0.928	0.994	(B) White
CACNB3	12q13.12	9.18	9.19	1.09	1.13	-0.01	0.928	0.994	(B) White
DPEP3	16q22.1	1.40	1.41	1.15	1.19	-0.02	0.928	0.994	(B) White
SUSD3	9q22.31	6.78	6.80	1.43	1.26	-0.02	0.928	0.994	(B) White
LIMS1	2q12.3	7.39	7.37	1.53	1.51	0.02	0.928	0.994	(A) Black or African American
RGS4	1q23.3	4.83	4.81	1.79	2.09	0.02	0.928	0.994	(A) Black or African American
MZF1-AS1	19q13.43	5.24	5.25	0.95	0.89	-0.01	0.928	0.994	(B) White
PP12613	4q27	0.19	0.18	0.54	0.64	0.01	0.928	0.994	(A) Black or African American
SCNN1G	16p12.2	1.40	1.37	2.69	2.21	0.03	0.928	0.994	(A) Black or African American
POLG	15q26.1	10.01	10.02	0.32	0.34	-0.00	0.928	0.994	(B) White
ATXN3L	Xp22.2	0.01	0.01	0.08	0.11	-0.00	0.928	0.994	(B) White
YY1	14q32.2	9.68	9.68	0.48	0.43	0.01	0.929	0.994	(A) Black or African American
TBPL1	6q23.2	7.13	7.12	0.45	0.44	0.01	0.929	0.994	(A) Black or African American
NRK	Xq22.3	3.79	3.83	2.94	2.97	-0.04	0.929	0.994	(B) White
TBC1D9B	5q35.3	11.62	11.62	0.52	0.46	-0.01	0.929	0.994	(B) White
HIPK3	11p13	8.92	8.90	1.99	1.73	0.03	0.929	0.994	(A) Black or African American
AFF1	4q21.3-q22.1	11.48	11.47	0.73	0.61	0.01	0.929	0.994	(A) Black or African American
CUL4B	Xq24	10.16	10.16	0.47	0.40	0.01	0.929	0.994	(A) Black or African American
SIN3A	15q24.2	10.12	10.11	0.32	0.40	0.00	0.929	0.994	(A) Black or African American
RSPH6A	19q13.32	0.91	0.89	0.95	0.99	0.01	0.929	0.994	(A) Black or African American
CGGBP1	3p11.1	10.69	10.70	0.43	0.40	-0.01	0.929	0.994	(B) White
ITGA11	15q23	5.59	5.62	1.92	2.05	-0.03	0.929	0.994	(B) White
RTL10	22q11.21	8.15	8.14	0.46	0.48	0.01	0.929	0.994	(A) Black or African American
ZNF627	19p13.2	8.32	8.31	0.52	0.51	0.01	0.929	0.994	(A) Black or African American
NACC1	19p13.13	10.50	10.51	0.48	0.48	-0.01	0.929	0.994	(B) White
CNIH2	11q13.2	2.94	2.93	1.16	1.19	0.02	0.929	0.994	(A) Black or African American
CALML5	10p15.1	0.34	0.35	0.77	0.96	-0.01	0.929	0.994	(B) White
C7ORF25	7p14.1	8.59	8.58	0.50	0.46	0.01	0.929	0.994	(A) Black or African American
LARP7	4q25	9.44	9.45	0.49	0.58	-0.01	0.929	0.994	(B) White
ZNF670	1q44	5.24	5.23	0.62	0.60	0.01	0.929	0.994	(A) Black or African American
ENY2	8q23.1	8.93	8.94	0.51	0.47	-0.01	0.929	0.994	(B) White
ZNF493	19p12	7.36	7.35	0.92	1.00	0.01	0.929	0.994	(A) Black or African American
PLIN3	19p13.3	10.63	10.62	0.49	0.46	0.01	0.929	0.994	(A) Black or African American
DCDC2B	1p35.2	0.71	0.72	0.71	0.74	-0.01	0.929	0.994	(B) White
ATP10D	4p12	9.55	9.56	0.84	0.93	-0.01	0.929	0.994	(B) White
SCOC	4q31.1	10.58	10.58	0.58	0.44	0.01	0.929	0.994	(A) Black or African American
SORCS2	4p16.1	4.20	4.23	2.71	2.53	-0.04	0.929	0.994	(B) White
SLC39A14	8p21.3	10.22	10.23	0.97	0.97	-0.01	0.929	0.994	(B) White
RFXANK	19p13.11	9.99	10.00	0.68	0.61	-0.01	0.929	0.994	(B) White
ANKRD30A	10p11.21	0.09	0.08	0.68	0.55	0.01	0.929	0.994	(A) Black or African American
NPL	1q25.3	8.00	8.02	1.60	1.76	-0.02	0.929	0.994	(B) White
GADD45G	9q22.2	6.59	6.57	1.13	1.24	0.02	0.929	0.994	(A) Black or African American
SLC2A3	12p13.31	8.25	8.27	1.34	1.53	-0.02	0.930	0.994	(B) White
FIS1	7q22.1	10.95	10.95	0.71	0.61	0.01	0.930	0.994	(A) Black or African American
SFRP2	4q31.3	4.69	4.73	2.92	3.15	-0.04	0.930	0.994	(B) White
SPINK6	5q32	0.04	0.04	0.22	0.16	0.00	0.930	0.994	(A) Black or African American
DNAH7	2q32.3	7.15	7.14	1.08	1.19	0.01	0.930	0.994	(A) Black or African American
ATP13A4	3q29	4.66	4.63	1.85	1.87	0.02	0.930	0.994	(A) Black or African American
DARS	2q21.3	11.04	11.05	0.48	0.52	-0.01	0.930	0.994	(B) White
ILF2	1q21.3	11.32	11.32	0.43	0.51	0.01	0.930	0.994	(A) Black or African American
DYNLRB2	16q23.2	5.15	5.14	1.34	1.22	0.02	0.930	0.994	(A) Black or African American
DENND1A	9q33.3	9.72	9.71	0.45	0.44	0.01	0.930	0.994	(A) Black or African American
FBXO48	2p13.3	4.43	4.44	0.70	0.60	-0.01	0.930	0.994	(B) White
PURB	7p13	10.64	10.64	0.49	0.55	0.01	0.930	0.994	(A) Black or African American
EMP3	19q13.33	10.00	9.99	1.21	1.07	0.02	0.930	0.994	(A) Black or African American
KLHDC7A	1p36.13	10.24	10.22	1.10	1.14	0.01	0.930	0.994	(A) Black or African American
IMP4	2q21.1	9.70	9.70	0.43	0.46	0.01	0.930	0.994	(A) Black or African American
CRK	17p13.3	9.66	9.66	0.41	0.59	-0.01	0.930	0.994	(B) White
CCDC149	4p15.2	8.06	8.07	0.53	0.51	-0.01	0.931	0.994	(B) White
MSX2P1	17q22	0.90	0.89	0.81	0.84	0.01	0.931	0.994	(A) Black or African American
OTOAP1	16p12.2	3.30	3.32	1.95	1.97	-0.03	0.931	0.994	(B) White
ZNF354A	5q35.3	8.15	8.14	0.57	0.74	0.01	0.931	0.994	(A) Black or African American
FAM218A	4q32.3	4.03	4.05	1.21	1.27	-0.02	0.931	0.994	(B) White
FOXJ1	17q25.1	7.07	7.03	2.44	2.44	0.03	0.931	0.994	(A) Black or African American
CEP41	7q32.2	8.05	8.06	0.81	0.75	-0.01	0.931	0.994	(B) White
C12ORF73	12q23.3	7.55	7.54	0.66	0.58	0.01	0.931	0.994	(A) Black or African American
CALR	19p13.13	14.10	14.11	0.47	0.47	-0.01	0.931	0.994	(B) White
HAGHL	16p13.3	8.03	8.06	1.71	1.70	-0.02	0.931	0.994	(B) White
FLCN	17p11.2	9.74	9.74	0.53	0.54	0.01	0.931	0.994	(A) Black or African American
CELSR1	22q13.31	11.12	11.11	0.69	0.80	0.01	0.931	0.994	(A) Black or African American
STS	Xp22.31	9.22	9.21	0.83	0.83	0.01	0.931	0.994	(A) Black or African American
UQCR10	22q12.2	10.90	10.89	0.71	0.70	0.01	0.931	0.994	(A) Black or African American
SLCO2A1	3q22.1-q22.2	9.77	9.76	1.24	1.14	0.02	0.931	0.994	(A) Black or African American
NCR1	19q13.42	0.64	0.64	0.73	0.74	0.01	0.931	0.994	(A) Black or African American
OCIAD2	4p11	12.05	12.06	1.01	0.86	-0.01	0.931	0.994	(B) White
ZNF226	19q13.31	8.06	8.06	0.52	0.64	0.01	0.931	0.994	(A) Black or African American
C8ORF33	8q24.3	10.15	10.15	0.49	0.50	0.01	0.931	0.994	(A) Black or African American
SMTNL1	11q12.1	1.28	1.27	0.81	0.89	0.01	0.931	0.994	(A) Black or African American
SVEP1	9q31.3	5.90	5.92	2.06	2.20	-0.03	0.932	0.994	(B) White
ACO2	22q13.2	12.62	12.63	0.74	0.75	-0.01	0.932	0.994	(B) White
RSBN1L	7q11.23	8.08	8.07	0.72	0.68	0.01	0.932	0.994	(A) Black or African American
MRC2	17q23.2	9.12	9.10	1.43	1.68	0.02	0.932	0.994	(A) Black or African American
IL1RN	2q14.1	5.10	5.08	1.76	1.85	0.02	0.932	0.994	(A) Black or African American
PBXIP1	1q21.3	12.20	12.19	0.46	0.52	0.01	0.932	0.994	(A) Black or African American
DNMT3B	20q11.21	7.17	7.19	1.10	1.10	-0.01	0.932	0.994	(B) White
LYPLA2P1	6p21.32	6.79	6.79	0.62	0.57	-0.01	0.932	0.994	(B) White
RIOK3	18q11.2	10.55	10.55	0.43	0.53	-0.01	0.932	0.994	(B) White
TYW3	1p31.1	8.63	8.63	0.44	0.58	-0.01	0.932	0.994	(B) White
DGLUCY	14q32.11	10.98	10.97	0.60	0.63	0.01	0.932	0.994	(A) Black or African American
SEPTIN7	7p14.2	11.28	11.28	0.47	0.44	-0.01	0.932	0.994	(B) White
SLC35A4	5q31.3	11.66	11.65	0.35	0.37	0.00	0.932	0.994	(A) Black or African American
KIF3C	2p23.3	7.97	7.96	1.07	1.08	0.01	0.932	0.994	(A) Black or African American
FSD2	15q25.2	0.62	0.63	0.63	0.66	-0.01	0.932	0.994	(B) White
KRT3	12q13.13	0.19	0.18	0.53	0.53	0.01	0.932	0.994	(A) Black or African American
BMS1P1	10q11.22	6.82	6.81	1.11	1.23	0.01	0.932	0.994	(A) Black or African American
